id,name,score1,score2
8130,Student_8130,81,86
8131,Student_8131,66,71
8132,Student_8132,88,69
8133,Student_8133,97,96
8134,Student_8134,96,82
8135,Student_8135,99,57
8136,Student_8136,91,56
8137,Student_8137,61,71
8138,Student_8138,75,84
8139,Student_8139,61,79
8140,Student_8140,68,74
8141,Student_8141,60,95
8142,Student_8142,59,93
8143,Student_8143,99,91
8144,Student_8144,55,77
8145,Student_8145,61,63
8146,Student_8146,61,82
8147,Student_8147,78,50
8148,Student_8148,57,53
8149,Student_8149,65,93
8150,Student_8150,72,54
8151,Student_8151,60,54
8152,Student_8152,97,97
8153,Student_8153,50,66
8154,Student_8154,96,62
8155,Student_8155,55,53
8156,Student_8156,54,81
8157,Student_8157,76,99
8158,Student_8158,54,87
8159,Student_8159,71,88
8160,Student_8160,62,78
8161,Student_8161,74,72
8162,Student_8162,52,76
8163,Student_8163,100,92
8164,Student_8164,51,67
8165,Student_8165,96,78
8166,Student_8166,87,64
8167,Student_8167,74,61
8168,Student_8168,62,53
8169,Student_8169,88,74
8170,Student_8170,72,98
8171,Student_8171,95,56
8172,Student_8172,67,78
8173,Student_8173,96,95
8174,Student_8174,56,63
8175,Student_8175,61,89
8176,Student_8176,71,100
8177,Student_8177,87,56
8178,Student_8178,71,72
8179,Student_8179,52,51
8180,Student_8180,69,66
8181,Student_8181,67,83
8182,Student_8182,85,58
8183,Student_8183,57,77
8184,Student_8184,88,66
8185,Student_8185,79,55
8186,Student_8186,86,81
8187,Student_8187,86,64
8188,Student_8188,100,99
8189,Student_8189,97,91
8190,Student_8190,91,70
8191,Student_8191,71,93
8192,Student_8192,77,56
8193,Student_8193,88,98
8194,Student_8194,68,75
8195,Student_8195,81,53
8196,Student_8196,93,74
8197,Student_8197,61,66
8198,Student_8198,85,83
8199,Student_8199,62,52
8200,Student_8200,50,70
8201,Student_8201,95,70
8202,Student_8202,96,61
8203,Student_8203,96,80
8204,Student_8204,61,60
8205,Student_8205,62,60
8206,Student_8206,87,98
8207,Student_8207,93,62
8208,Student_8208,57,54
8209,Student_8209,75,88
8210,Student_8210,85,95
8211,Student_8211,74,64
8212,Student_8212,55,82
8213,Student_8213,80,95
8214,Student_8214,75,94
8215,Student_8215,74,65
8216,Student_8216,53,93
8217,Student_8217,56,89
8218,Student_8218,93,97
8219,Student_8219,54,73
8220,Student_8220,93,65
8221,Student_8221,60,70
8222,Student_8222,79,91
8223,Student_8223,55,75
8224,Student_8224,75,93
8225,Student_8225,100,60
8226,Student_8226,63,83
8227,Student_8227,93,70
8228,Student_8228,63,83
8229,Student_8229,75,67
8230,Student_8230,76,65
8231,Student_8231,72,95
8232,Student_8232,99,59
8233,Student_8233,71,98
8234,Student_8234,57,77
8235,Student_8235,88,73
8236,Student_8236,59,85
8237,Student_8237,52,54
8238,Student_8238,100,79
8239,Student_8239,69,78
8240,Student_8240,54,51
8241,Student_8241,52,94
8242,Student_8242,57,72
8243,Student_8243,58,83
8244,Student_8244,82,62
8245,Student_8245,71,73
8246,Student_8246,99,67
8247,Student_8247,66,53
8248,Student_8248,98,79
8249,Student_8249,90,92
8250,Student_8250,50,95
8251,Student_8251,62,74
8252,Student_8252,89,75
8253,Student_8253,89,85
8254,Student_8254,64,68
8255,Student_8255,98,58
8256,Student_8256,100,83
8257,Student_8257,81,89
8258,Student_8258,61,90
8259,Student_8259,56,83
8260,Student_8260,92,60
8261,Student_8261,79,55
8262,Student_8262,96,86
8263,Student_8263,92,57
8264,Student_8264,52,70
8265,Student_8265,93,88
8266,Student_8266,54,58
8267,Student_8267,84,84
8268,Student_8268,78,72
8269,Student_8269,53,69
8270,Student_8270,53,57
8271,Student_8271,63,86
8272,Student_8272,93,62
8273,Student_8273,71,70
8274,Student_8274,98,94
8275,Student_8275,94,98
8276,Student_8276,61,77
8277,Student_8277,95,54
8278,Student_8278,83,60
8279,Student_8279,70,94
8280,Student_8280,83,51
8281,Student_8281,63,63
8282,Student_8282,77,86
8283,Student_8283,87,84
8284,Student_8284,73,66
8285,Student_8285,90,85
8286,Student_8286,88,57
8287,Student_8287,87,56
8288,Student_8288,100,73
8289,Student_8289,69,100
8290,Student_8290,67,77
8291,Student_8291,100,80
8292,Student_8292,85,87
8293,Student_8293,87,59
8294,Student_8294,77,98
8295,Student_8295,67,73
8296,Student_8296,98,68
8297,Student_8297,87,80
8298,Student_8298,94,85
8299,Student_8299,70,57
8300,Student_8300,67,62
8301,Student_8301,53,91
8302,Student_8302,89,84
8303,Student_8303,54,71
8304,Student_8304,70,92
8305,Student_8305,73,91
8306,Student_8306,77,89
8307,Student_8307,58,93
8308,Student_8308,72,55
8309,Student_8309,98,71
8310,Student_8310,57,64
8311,Student_8311,89,67
8312,Student_8312,63,58
8313,Student_8313,70,70
8314,Student_8314,61,73
8315,Student_8315,56,85
8316,Student_8316,65,63
8317,Student_8317,51,88
8318,Student_8318,64,77
8319,Student_8319,88,75
8320,Student_8320,85,94
8321,Student_8321,96,86
8322,Student_8322,79,74
8323,Student_8323,96,87
8324,Student_8324,69,89
8325,Student_8325,52,52
8326,Student_8326,95,87
8327,Student_8327,91,97
8328,Student_8328,87,50
8329,Student_8329,79,93
8330,Student_8330,62,66
8331,Student_8331,67,67
8332,Student_8332,84,52
8333,Student_8333,64,76
8334,Student_8334,62,74
8335,Student_8335,53,54
8336,Student_8336,82,98
8337,Student_8337,55,53
8338,Student_8338,52,70
8339,Student_8339,67,58
8340,Student_8340,69,80
8341,Student_8341,74,62
8342,Student_8342,88,57
8343,Student_8343,50,80
8344,Student_8344,75,89
8345,Student_8345,64,67
8346,Student_8346,91,61
8347,Student_8347,99,63
8348,Student_8348,78,76
8349,Student_8349,72,91
8350,Student_8350,63,56
8351,Student_8351,88,80
8352,Student_8352,97,93
8353,Student_8353,75,59
8354,Student_8354,90,96
8355,Student_8355,83,90
8356,Student_8356,53,67
8357,Student_8357,77,63
8358,Student_8358,51,95
8359,Student_8359,57,86
8360,Student_8360,97,51
8361,Student_8361,59,52
8362,Student_8362,61,52
8363,Student_8363,69,77
8364,Student_8364,63,75
8365,Student_8365,66,53
8366,Student_8366,75,69
8367,Student_8367,50,91
8368,Student_8368,70,65
8369,Student_8369,88,92
8370,Student_8370,63,74
8371,Student_8371,82,77
8372,Student_8372,96,58
8373,Student_8373,87,74
8374,Student_8374,99,85
8375,Student_8375,98,58
8376,Student_8376,73,52
8377,Student_8377,84,64
8378,Student_8378,87,55
8379,Student_8379,96,82
8380,Student_8380,62,67
8381,Student_8381,77,68
8382,Student_8382,74,58
8383,Student_8383,59,100
8384,Student_8384,73,74
8385,Student_8385,98,59
8386,Student_8386,57,87
8387,Student_8387,65,84
8388,Student_8388,52,98
8389,Student_8389,96,90
8390,Student_8390,76,70
8391,Student_8391,86,88
8392,Student_8392,72,80
8393,Student_8393,62,63
8394,Student_8394,92,62
8395,Student_8395,63,77
8396,Student_8396,96,90
8397,Student_8397,86,59
8398,Student_8398,64,91
8399,Student_8399,89,61
8400,Student_8400,67,64
8401,Student_8401,52,78
8402,Student_8402,58,61
8403,Student_8403,68,87
8404,Student_8404,55,77
8405,Student_8405,80,62
8406,Student_8406,89,58
8407,Student_8407,54,50
8408,Student_8408,54,60
8409,Student_8409,77,91
8410,Student_8410,54,80
8411,Student_8411,88,50
8412,Student_8412,75,63
8413,Student_8413,62,99
8414,Student_8414,50,83
8415,Student_8415,80,55
8416,Student_8416,53,99
8417,Student_8417,73,98
8418,Student_8418,57,61
8419,Student_8419,90,50
8420,Student_8420,56,85
8421,Student_8421,55,58
8422,Student_8422,64,81
8423,Student_8423,88,93
8424,Student_8424,63,75
8425,Student_8425,62,95
8426,Student_8426,100,100
8427,Student_8427,50,82
8428,Student_8428,92,91
8429,Student_8429,66,95
8430,Student_8430,84,73
8431,Student_8431,94,71
8432,Student_8432,81,78
8433,Student_8433,91,50
8434,Student_8434,76,52
8435,Student_8435,52,86
8436,Student_8436,80,69
8437,Student_8437,65,86
8438,Student_8438,71,90
8439,Student_8439,71,82
8440,Student_8440,73,73
8441,Student_8441,83,63
8442,Student_8442,100,97
8443,Student_8443,83,58
8444,Student_8444,55,75
8445,Student_8445,72,64
8446,Student_8446,50,90
8447,Student_8447,100,94
8448,Student_8448,85,68
8449,Student_8449,90,74
8450,Student_8450,81,66
8451,Student_8451,88,68
8452,Student_8452,84,68
8453,Student_8453,64,83
8454,Student_8454,83,54
8455,Student_8455,58,53
8456,Student_8456,78,59
8457,Student_8457,88,51
8458,Student_8458,91,84
8459,Student_8459,84,90
8460,Student_8460,63,69
8461,Student_8461,95,88
8462,Student_8462,56,88
8463,Student_8463,76,97
8464,Student_8464,59,74
8465,Student_8465,77,63
8466,Student_8466,98,74
8467,Student_8467,58,84
8468,Student_8468,77,50
8469,Student_8469,51,79
8470,Student_8470,83,89
8471,Student_8471,69,61
8472,Student_8472,99,78
8473,Student_8473,53,97
8474,Student_8474,83,57
8475,Student_8475,57,58
8476,Student_8476,87,65
8477,Student_8477,75,99
8478,Student_8478,54,89
8479,Student_8479,57,73
8480,Student_8480,95,70
8481,Student_8481,55,56
8482,Student_8482,51,61
8483,Student_8483,58,100
8484,Student_8484,77,82
8485,Student_8485,68,56
8486,Student_8486,84,52
8487,Student_8487,74,90
8488,Student_8488,65,96
8489,Student_8489,90,56
8490,Student_8490,85,62
8491,Student_8491,70,50
8492,Student_8492,60,58
8493,Student_8493,97,75
8494,Student_8494,60,77
8495,Student_8495,52,63
8496,Student_8496,53,63
8497,Student_8497,86,65
8498,Student_8498,77,52
8499,Student_8499,74,98
8500,Student_8500,54,95
8501,Student_8501,88,64
8502,Student_8502,50,83
8503,Student_8503,76,50
8504,Student_8504,57,87
8505,Student_8505,89,50
8506,Student_8506,65,87
8507,Student_8507,81,53
8508,Student_8508,100,74
8509,Student_8509,74,67
8510,Student_8510,94,83
8511,Student_8511,57,79
8512,Student_8512,95,69
8513,Student_8513,76,76
8514,Student_8514,90,73
8515,Student_8515,72,76
8516,Student_8516,54,69
8517,Student_8517,80,54
8518,Student_8518,91,82
8519,Student_8519,59,66
8520,Student_8520,99,70
8521,Student_8521,76,65
8522,Student_8522,97,69
8523,Student_8523,70,51
8524,Student_8524,89,56
8525,Student_8525,57,80
8526,Student_8526,54,58
8527,Student_8527,58,61
8528,Student_8528,56,82
8529,Student_8529,65,63
8530,Student_8530,97,53
8531,Student_8531,83,61
8532,Student_8532,58,94
8533,Student_8533,55,54
8534,Student_8534,60,85
8535,Student_8535,87,92
8536,Student_8536,63,63
8537,Student_8537,100,99
8538,Student_8538,77,85
8539,Student_8539,54,76
8540,Student_8540,100,53
8541,Student_8541,89,55
8542,Student_8542,63,91
8543,Student_8543,56,91
8544,Student_8544,74,76
8545,Student_8545,92,92
8546,Student_8546,91,78
8547,Student_8547,62,71
8548,Student_8548,94,70
8549,Student_8549,61,87
8550,Student_8550,73,82
8551,Student_8551,64,69
8552,Student_8552,85,66
8553,Student_8553,85,54
8554,Student_8554,94,64
8555,Student_8555,70,95
8556,Student_8556,68,88
8557,Student_8557,97,61
8558,Student_8558,51,89
8559,Student_8559,81,54
8560,Student_8560,61,81
8561,Student_8561,96,59
8562,Student_8562,85,100
8563,Student_8563,68,85
8564,Student_8564,69,54
8565,Student_8565,55,77
8566,Student_8566,55,96
8567,Student_8567,85,65
8568,Student_8568,71,85
8569,Student_8569,67,97
8570,Student_8570,72,68
8571,Student_8571,74,54
8572,Student_8572,60,57
8573,Student_8573,95,60
8574,Student_8574,92,94
8575,Student_8575,57,86
8576,Student_8576,54,61
8577,Student_8577,73,77
8578,Student_8578,60,83
8579,Student_8579,90,77
8580,Student_8580,51,52
8581,Student_8581,81,54
8582,Student_8582,94,61
8583,Student_8583,66,92
8584,Student_8584,93,62
8585,Student_8585,58,74
8586,Student_8586,62,95
8587,Student_8587,99,57
8588,Student_8588,87,51
8589,Student_8589,70,75
8590,Student_8590,85,98
8591,Student_8591,81,51
8592,Student_8592,68,60
8593,Student_8593,71,59
8594,Student_8594,58,70
8595,Student_8595,59,100
8596,Student_8596,84,84
8597,Student_8597,60,53
8598,Student_8598,84,95
8599,Student_8599,75,70
8600,Student_8600,72,98
8601,Student_8601,81,54
8602,Student_8602,95,50
8603,Student_8603,77,63
8604,Student_8604,71,84
8605,Student_8605,94,75
8606,Student_8606,50,51
8607,Student_8607,52,51
8608,Student_8608,78,63
8609,Student_8609,76,53
8610,Student_8610,69,83
8611,Student_8611,65,96
8612,Student_8612,50,78
8613,Student_8613,86,64
8614,Student_8614,69,82
8615,Student_8615,78,88
8616,Student_8616,80,84
8617,Student_8617,63,74
8618,Student_8618,56,79
8619,Student_8619,100,63
8620,Student_8620,97,66
8621,Student_8621,81,64
8622,Student_8622,79,93
8623,Student_8623,54,80
8624,Student_8624,54,64
8625,Student_8625,91,93
8626,Student_8626,67,74
8627,Student_8627,52,56
8628,Student_8628,74,70
8629,Student_8629,68,69
8630,Student_8630,74,59
8631,Student_8631,65,60
8632,Student_8632,54,77
8633,Student_8633,60,77
8634,Student_8634,100,87
8635,Student_8635,57,94
8636,Student_8636,77,53
8637,Student_8637,90,64
8638,Student_8638,84,60
8639,Student_8639,69,86
8640,Student_8640,76,78
8641,Student_8641,88,90
8642,Student_8642,70,79
8643,Student_8643,79,90
8644,Student_8644,74,62
8645,Student_8645,58,93
8646,Student_8646,70,97
8647,Student_8647,85,59
8648,Student_8648,81,62
8649,Student_8649,59,53
8650,Student_8650,92,54
8651,Student_8651,88,91
8652,Student_8652,100,87
8653,Student_8653,80,81
8654,Student_8654,100,93
8655,Student_8655,66,65
8656,Student_8656,90,68
8657,Student_8657,76,60
8658,Student_8658,65,95
8659,Student_8659,66,97
8660,Student_8660,65,77
8661,Student_8661,65,57
8662,Student_8662,61,60
8663,Student_8663,60,68
8664,Student_8664,90,81
8665,Student_8665,77,58
8666,Student_8666,73,68
8667,Student_8667,95,71
8668,Student_8668,54,55
8669,Student_8669,50,52
8670,Student_8670,81,92
8671,Student_8671,63,62
8672,Student_8672,62,57
8673,Student_8673,66,92
8674,Student_8674,63,73
8675,Student_8675,72,69
8676,Student_8676,99,87
8677,Student_8677,93,84
8678,Student_8678,77,84
8679,Student_8679,53,60
8680,Student_8680,84,60
8681,Student_8681,87,70
8682,Student_8682,73,76
8683,Student_8683,59,69
8684,Student_8684,64,57
8685,Student_8685,91,57
8686,Student_8686,70,51
8687,Student_8687,67,71
8688,Student_8688,50,57
8689,Student_8689,52,52
8690,Student_8690,67,79
8691,Student_8691,100,67
8692,Student_8692,55,67
8693,Student_8693,96,53
8694,Student_8694,53,51
8695,Student_8695,76,52
8696,Student_8696,66,68
8697,Student_8697,83,94
8698,Student_8698,83,51
8699,Student_8699,55,72
8700,Student_8700,58,64
8701,Student_8701,78,78
8702,Student_8702,57,75
8703,Student_8703,72,65
8704,Student_8704,92,58
8705,Student_8705,63,86
8706,Student_8706,99,65
8707,Student_8707,87,96
8708,Student_8708,66,83
8709,Student_8709,58,53
8710,Student_8710,64,88
8711,Student_8711,90,100
8712,Student_8712,85,73
8713,Student_8713,74,100
8714,Student_8714,52,94
8715,Student_8715,55,68
8716,Student_8716,69,65
8717,Student_8717,55,79
8718,Student_8718,53,78
8719,Student_8719,92,94
8720,Student_8720,79,59
8721,Student_8721,76,84
8722,Student_8722,100,88
8723,Student_8723,75,59
8724,Student_8724,75,55
8725,Student_8725,79,78
8726,Student_8726,87,57
8727,Student_8727,97,77
8728,Student_8728,91,57
8729,Student_8729,52,73
8730,Student_8730,83,74
8731,Student_8731,75,98
8732,Student_8732,74,76
8733,Student_8733,91,75
8734,Student_8734,51,92
8735,Student_8735,50,87
8736,Student_8736,50,58
8737,Student_8737,62,94
8738,Student_8738,63,81
8739,Student_8739,90,78
8740,Student_8740,53,74
8741,Student_8741,83,82
8742,Student_8742,66,68
8743,Student_8743,61,58
8744,Student_8744,69,56
8745,Student_8745,67,54
8746,Student_8746,62,73
8747,Student_8747,98,96
8748,Student_8748,79,57
8749,Student_8749,100,84
8750,Student_8750,64,75
8751,Student_8751,78,99
8752,Student_8752,62,85
8753,Student_8753,100,100
8754,Student_8754,67,70
8755,Student_8755,67,87
8756,Student_8756,81,50
8757,Student_8757,77,88
8758,Student_8758,75,67
8759,Student_8759,61,89
8760,Student_8760,74,62
8761,Student_8761,76,81
8762,Student_8762,64,55
8763,Student_8763,71,100
8764,Student_8764,92,86
8765,Student_8765,98,70
8766,Student_8766,63,76
8767,Student_8767,64,55
8768,Student_8768,83,70
8769,Student_8769,86,87
8770,Student_8770,89,53
8771,Student_8771,76,67
8772,Student_8772,94,58
8773,Student_8773,93,65
8774,Student_8774,100,83
8775,Student_8775,93,95
8776,Student_8776,50,64
8777,Student_8777,93,57
8778,Student_8778,95,64
8779,Student_8779,87,94
8780,Student_8780,66,52
8781,Student_8781,52,72
8782,Student_8782,85,56
8783,Student_8783,89,84
8784,Student_8784,82,89
8785,Student_8785,73,50
8786,Student_8786,56,75
8787,Student_8787,56,98
8788,Student_8788,81,95
8789,Student_8789,91,87
8790,Student_8790,79,82
8791,Student_8791,57,93
8792,Student_8792,91,71
8793,Student_8793,76,89
8794,Student_8794,76,79
8795,Student_8795,94,55
8796,Student_8796,76,60
8797,Student_8797,86,85
8798,Student_8798,59,57
8799,Student_8799,77,55
8800,Student_8800,57,59
8801,Student_8801,64,81
8802,Student_8802,52,97
8803,Student_8803,61,84
8804,Student_8804,95,81
8805,Student_8805,85,76
8806,Student_8806,67,91
8807,Student_8807,95,74
8808,Student_8808,56,52
8809,Student_8809,99,72
8810,Student_8810,54,65
8811,Student_8811,91,73
8812,Student_8812,76,53
8813,Student_8813,51,58
8814,Student_8814,50,67
8815,Student_8815,78,60
8816,Student_8816,78,68
8817,Student_8817,95,51
8818,Student_8818,64,62
8819,Student_8819,100,89
8820,Student_8820,91,86
8821,Student_8821,56,70
8822,Student_8822,71,51
8823,Student_8823,87,86
8824,Student_8824,50,77
8825,Student_8825,60,93
8826,Student_8826,68,78
8827,Student_8827,50,90
8828,Student_8828,52,68
8829,Student_8829,62,97
8830,Student_8830,54,63
8831,Student_8831,53,82
8832,Student_8832,79,61
8833,Student_8833,53,74
8834,Student_8834,72,67
8835,Student_8835,100,89
8836,Student_8836,66,58
8837,Student_8837,89,52
8838,Student_8838,90,56
8839,Student_8839,52,96
8840,Student_8840,61,56
8841,Student_8841,85,67
8842,Student_8842,53,76
8843,Student_8843,56,95
8844,Student_8844,86,89
8845,Student_8845,97,93
8846,Student_8846,92,56
8847,Student_8847,96,81
8848,Student_8848,87,60
8849,Student_8849,76,52
8850,Student_8850,89,100
8851,Student_8851,66,79
8852,Student_8852,70,88
8853,Student_8853,85,96
8854,Student_8854,74,63
8855,Student_8855,83,69
8856,Student_8856,58,72
8857,Student_8857,68,68
8858,Student_8858,56,96
8859,Student_8859,78,61
8860,Student_8860,97,70
8861,Student_8861,98,67
8862,Student_8862,56,69
8863,Student_8863,100,61
8864,Student_8864,64,90
8865,Student_8865,75,64
8866,Student_8866,89,57
8867,Student_8867,64,59
8868,Student_8868,65,84
8869,Student_8869,88,97
8870,Student_8870,97,54
8871,Student_8871,75,77
8872,Student_8872,86,75
8873,Student_8873,73,70
8874,Student_8874,97,64
8875,Student_8875,89,51
8876,Student_8876,77,79
8877,Student_8877,87,56
8878,Student_8878,98,90
8879,Student_8879,70,58
8880,Student_8880,81,82
8881,Student_8881,73,59
8882,Student_8882,68,61
8883,Student_8883,80,94
8884,Student_8884,73,51
8885,Student_8885,54,99
8886,Student_8886,68,72
8887,Student_8887,79,95
8888,Student_8888,55,68
8889,Student_8889,52,83
8890,Student_8890,51,54
8891,Student_8891,77,60
8892,Student_8892,53,67
8893,Student_8893,51,76
8894,Student_8894,58,60
8895,Student_8895,87,75
8896,Student_8896,81,89
8897,Student_8897,62,55
8898,Student_8898,81,67
8899,Student_8899,71,86
8900,Student_8900,75,95
8901,Student_8901,62,82
8902,Student_8902,93,81
8903,Student_8903,57,84
8904,Student_8904,52,83
8905,Student_8905,73,65
8906,Student_8906,68,85
8907,Student_8907,59,90
8908,Student_8908,60,51
8909,Student_8909,91,98
8910,Student_8910,79,72
8911,Student_8911,78,94
8912,Student_8912,77,83
8913,Student_8913,80,63
8914,Student_8914,67,71
8915,Student_8915,100,71
8916,Student_8916,79,88
8917,Student_8917,58,57
8918,Student_8918,52,99
8919,Student_8919,63,69
8920,Student_8920,97,63
8921,Student_8921,68,65
8922,Student_8922,80,91
8923,Student_8923,75,59
8924,Student_8924,59,88
8925,Student_8925,68,82
8926,Student_8926,64,66
8927,Student_8927,56,81
8928,Student_8928,70,96
8929,Student_8929,95,94
8930,Student_8930,71,98
8931,Student_8931,69,75
8932,Student_8932,83,83
8933,Student_8933,64,78
8934,Student_8934,59,88
8935,Student_8935,77,75
8936,Student_8936,53,79
8937,Student_8937,62,51
8938,Student_8938,51,55
8939,Student_8939,87,64
8940,Student_8940,62,64
8941,Student_8941,89,89
8942,Student_8942,68,94
8943,Student_8943,78,80
8944,Student_8944,71,85
8945,Student_8945,54,53
8946,Student_8946,81,92
8947,Student_8947,93,58
8948,Student_8948,77,74
8949,Student_8949,63,77
8950,Student_8950,77,64
8951,Student_8951,68,84
8952,Student_8952,97,87
8953,Student_8953,84,94
8954,Student_8954,85,83
8955,Student_8955,92,55
8956,Student_8956,67,93
8957,Student_8957,97,86
8958,Student_8958,50,94
8959,Student_8959,79,60
8960,Student_8960,51,92
8961,Student_8961,60,65
8962,Student_8962,57,82
8963,Student_8963,79,84
8964,Student_8964,54,96
8965,Student_8965,69,98
8966,Student_8966,61,87
8967,Student_8967,65,79
8968,Student_8968,99,60
8969,Student_8969,88,68
8970,Student_8970,74,63
8971,Student_8971,63,82
8972,Student_8972,87,87
8973,Student_8973,78,57
8974,Student_8974,79,98
8975,Student_8975,88,78
8976,Student_8976,77,78
8977,Student_8977,67,62
8978,Student_8978,78,55
8979,Student_8979,89,68
8980,Student_8980,68,75
8981,Student_8981,59,87
8982,Student_8982,69,74
8983,Student_8983,100,57
8984,Student_8984,53,94
8985,Student_8985,95,60
8986,Student_8986,77,57
8987,Student_8987,98,54
8988,Student_8988,93,84
8989,Student_8989,84,64
8990,Student_8990,76,53
8991,Student_8991,87,73
8992,Student_8992,92,85
8993,Student_8993,71,59
8994,Student_8994,92,50
8995,Student_8995,52,75
8996,Student_8996,100,67
8997,Student_8997,60,86
8998,Student_8998,86,90
8999,Student_8999,94,85
9000,Student_9000,61,87
9001,Student_9001,89,50
9002,Student_9002,70,79
9003,Student_9003,64,63
9004,Student_9004,89,51
9005,Student_9005,82,91
9006,Student_9006,93,53
9007,Student_9007,98,86
9008,Student_9008,74,59
9009,Student_9009,54,54
9010,Student_9010,85,83
9011,Student_9011,66,54
9012,Student_9012,98,70
9013,Student_9013,79,67
9014,Student_9014,88,50
9015,Student_9015,83,83
9016,Student_9016,85,71
9017,Student_9017,78,79
9018,Student_9018,77,89
9019,Student_9019,65,99
9020,Student_9020,78,67
9021,Student_9021,75,81
9022,Student_9022,99,55
9023,Student_9023,73,67
9024,Student_9024,66,91
9025,Student_9025,76,88
9026,Student_9026,69,88
9027,Student_9027,61,75
9028,Student_9028,64,65
9029,Student_9029,60,50
9030,Student_9030,62,84
9031,Student_9031,94,58
9032,Student_9032,100,74
9033,Student_9033,82,86
9034,Student_9034,92,71
9035,Student_9035,72,56
9036,Student_9036,61,69
9037,Student_9037,99,84
9038,Student_9038,95,91
9039,Student_9039,63,54
9040,Student_9040,54,99
9041,Student_9041,100,68
9042,Student_9042,55,56
9043,Student_9043,94,87
9044,Student_9044,84,83
9045,Student_9045,98,72
9046,Student_9046,68,56
9047,Student_9047,97,80
9048,Student_9048,66,56
9049,Student_9049,80,59
9050,Student_9050,79,90
9051,Student_9051,62,64
9052,Student_9052,72,86
9053,Student_9053,54,82
9054,Student_9054,100,50
9055,Student_9055,52,70
9056,Student_9056,71,79
9057,Student_9057,82,97
9058,Student_9058,99,64
9059,Student_9059,83,66
9060,Student_9060,63,51
9061,Student_9061,98,99
9062,Student_9062,53,81
9063,Student_9063,77,91
9064,Student_9064,57,64
9065,Student_9065,65,51
9066,Student_9066,55,98
9067,Student_9067,87,87
9068,Student_9068,93,85
9069,Student_9069,90,91
9070,Student_9070,54,61
9071,Student_9071,96,100
9072,Student_9072,84,88
9073,Student_9073,51,84
9074,Student_9074,96,81
9075,Student_9075,80,99
9076,Student_9076,68,92
9077,Student_9077,65,52
9078,Student_9078,78,58
9079,Student_9079,82,93
9080,Student_9080,95,75
9081,Student_9081,66,58
9082,Student_9082,95,85
9083,Student_9083,84,80
9084,Student_9084,53,100
9085,Student_9085,56,51
9086,Student_9086,84,90
9087,Student_9087,92,64
9088,Student_9088,62,60
9089,Student_9089,70,82
9090,Student_9090,80,60
9091,Student_9091,63,53
9092,Student_9092,85,75
9093,Student_9093,81,84
9094,Student_9094,86,88
9095,Student_9095,96,62
9096,Student_9096,50,95
9097,Student_9097,65,90
9098,Student_9098,99,79
9099,Student_9099,96,55
9100,Student_9100,55,86
9101,Student_9101,95,95
9102,Student_9102,93,69
9103,Student_9103,66,90
9104,Student_9104,80,70
9105,Student_9105,97,60
9106,Student_9106,89,63
9107,Student_9107,73,67
9108,Student_9108,95,72
9109,Student_9109,93,73
9110,Student_9110,73,54
9111,Student_9111,83,57
9112,Student_9112,96,84
9113,Student_9113,77,80
9114,Student_9114,99,86
9115,Student_9115,93,89
9116,Student_9116,79,83
9117,Student_9117,52,58
9118,Student_9118,59,51
9119,Student_9119,75,99
9120,Student_9120,79,50
9121,Student_9121,85,90
9122,Student_9122,53,85
9123,Student_9123,62,76
9124,Student_9124,71,90
9125,Student_9125,78,68
9126,Student_9126,72,64
9127,Student_9127,81,89
9128,Student_9128,51,89
9129,Student_9129,85,98
9130,Student_9130,57,88
9131,Student_9131,87,68
9132,Student_9132,57,64
9133,Student_9133,55,69
9134,Student_9134,84,53
9135,Student_9135,70,58
9136,Student_9136,65,54
9137,Student_9137,62,75
9138,Student_9138,56,98
9139,Student_9139,91,92
9140,Student_9140,66,81
9141,Student_9141,97,81
9142,Student_9142,64,63
9143,Student_9143,71,76
9144,Student_9144,93,77
9145,Student_9145,60,77
9146,Student_9146,57,65
9147,Student_9147,86,93
9148,Student_9148,76,66
9149,Student_9149,56,54
9150,Student_9150,82,64
9151,Student_9151,92,91
9152,Student_9152,57,58
9153,Student_9153,83,53
9154,Student_9154,61,72
9155,Student_9155,78,81
9156,Student_9156,63,76
9157,Student_9157,86,94
9158,Student_9158,63,86
9159,Student_9159,60,69
9160,Student_9160,83,64
9161,Student_9161,92,86
9162,Student_9162,67,57
9163,Student_9163,67,69
9164,Student_9164,99,71
9165,Student_9165,89,57
9166,Student_9166,73,87
9167,Student_9167,74,63
9168,Student_9168,84,97
9169,Student_9169,79,86
9170,Student_9170,76,60
9171,Student_9171,99,98
9172,Student_9172,90,80
9173,Student_9173,66,93
9174,Student_9174,59,56
9175,Student_9175,59,61
9176,Student_9176,75,71
9177,Student_9177,60,66
9178,Student_9178,77,63
9179,Student_9179,60,93
9180,Student_9180,87,58
9181,Student_9181,84,85
9182,Student_9182,92,57
9183,Student_9183,57,71
9184,Student_9184,96,58
9185,Student_9185,72,54
9186,Student_9186,61,81
9187,Student_9187,84,68
9188,Student_9188,85,62
9189,Student_9189,50,75
9190,Student_9190,76,58
9191,Student_9191,59,81
9192,Student_9192,62,79
9193,Student_9193,76,76
9194,Student_9194,84,70
9195,Student_9195,59,99
9196,Student_9196,52,88
9197,Student_9197,94,98
9198,Student_9198,86,91
9199,Student_9199,88,89
9200,Student_9200,75,86
9201,Student_9201,51,90
9202,Student_9202,72,91
9203,Student_9203,91,83
9204,Student_9204,88,68
9205,Student_9205,55,54
